Sentences,POS Tags
"Army, Navy और Air Force ने भारतीय Drone कंपनियों को 500 करोड़ रुपये से ज्यादा के Order भी दिए हैं।","[{'word': 'Army', 'entity': 'PROPN'}, {'word': 'Navy', 'entity': 'PROPN'}, {'word': ',', 'entity': 'X'}, {'word': 'और', 'entity': 'CONJ'}, {'word': 'Air Force ', 'entity': 'NOUN'}, {'word': 'ने', 'entity': 'ADP'}, {'word': 'भारतीय', 'entity': 'ADJ'}, {'word': 'Drone', 'entity': 'NOUN'}, {'word': 'कंपनियों', 'entity': 'NOUN'}, {'word': 'को', 'entity': 'ADP'}, {'word': '500', 'entity': 'NUM'}, {'word': 'करोड़', 'entity': 'NOUN'}, {'word': 'रुपये', 'entity': 'NOUN'}, {'word': 'से', 'entity': 'ADP'}, {'word': 'ज्यादा', 'entity': 'ADJ'}, {'word': 'के', 'entity': 'ADP'}, {'word': 'Order', 'entity': 'NOUN'}, {'word': 'भी', 'entity': 'PART'}, {'word': 'दिए', 'entity': 'VERB'}, {'word': 'हैं', 'entity': 'X'}, {'word': '।', 'entity': 'X'}]"
"साथियो, यू.पी. के गाज़ियाबाद के रामवीर तंवर जी को लोग ‘Pond Man’ के नाम से जानते हैं।","[{'word': 'साथियो', 'entity': 'NOUN'}, {'word': ',', 'entity': 'X'}, {'word': 'यू.पी.', 'entity': 'PROPN'}, {'word': 'के', 'entity': 'ADP'}, {'word': 'गाज़ियाबाद', 'entity': 'PROPN'}, {'word': 'के', 'entity': 'ADP'}, {'word': 'रामवीर तंवर', 'entity': 'PROPN'}, {'word': 'जी', 'entity': 'PART'}, {'word': 'को', 'entity': 'ADP'}, {'word': 'लोग', 'entity': 'NOUN'}, {'word': 'Pond Man', 'entity': 'PROPN'}, {'word': 'के', 'entity': 'ADP'}, {'word': 'नाम', 'entity': 'NOUN'}, {'word': 'से', 'entity': 'ADP'}, {'word': 'जानते', 'entity': 'VERB'}, {'word': 'हैं', 'entity': 'VERB'}, {'word': '।', 'entity': 'X'}]"
"अमेरिका, फ्रांस, ब्रिटेन, स्वीडन जैसे देश हमारे कई initiative जैसे ISA और CDRI में हमारे पार्टनर्स भी हैं।","[{'word': 'अमेरिका', 'entity': 'PROPN'}, {'word': 'फ्रांस', 'entity': 'PROPN'}, {'word': 'ब्रिटेन', 'entity': 'PROPN'}, {'word': 'स्वीडन', 'entity': 'PROPN'}, {'word': 'जैसे', 'entity': 'ADJ'}, {'word': 'देश', 'entity': 'NOUN'}, {'word': ',', 'entity': 'X'}, {'word': ',', 'entity': 'X'}, {'word': ',', 'entity': 'X'}, {'word': 'हमारे', 'entity': 'PRON'}, {'word': 'कई', 'entity': 'DET'}, {'word': 'initiative', 'entity': 'NOUN'}, {'word': 'जैसे', 'entity': 'ADP'}, {'word': 'ISA', 'entity': 'PROPN'}, {'word': 'CDRI', 'entity': 'PROPN'}, {'word': 'और', 'entity': 'CONJ'}, {'word': 'में', 'entity': 'ADP'}, {'word': 'हमारे', 'entity': 'PRON'}, {'word': 'पार्टनर्स', 'entity': 'NOUN'}, {'word': 'भी', 'entity': 'PART'}, {'word': 'हैं', 'entity': 'VERB'}, {'word': '।', 'entity': 'X'}]"
"अब IITs को इंडियन इंस्टीट्यूट्स ऑफ टेक्नॉलॉजी ही नहीं, Institutes of Indigenous Technologies के मामले में Next Level पर ले जाने की जरूरत है।","[{'word': 'अब', 'entity': 'ADV'}, {'word': 'IITs', 'entity': 'PROPN'}, {'word': 'को', 'entity': 'ADP'}, {'word': 'इंडियन इंस्टीट्यूट्स ऑफ टेक्नॉलॉजी', 'entity': 'PROPN'}, {'word': 'ही', 'entity': 'PART'}, {'word': 'नहीं', 'entity': 'PART_NEG'}, {'word': ', ', 'entity': 'X'}, {'word': '।', 'entity': 'X'}, {'word': 'Institutes of Indigenous Technologies', 'entity': 'PROPN'}, {'word': 'के', 'entity': 'ADP'}, {'word': 'में', 'entity': 'ADP'}, {'word': 'पर', 'entity': 'ADP'}, {'word': 'की', 'entity': 'ADP'}, {'word': 'मामले', 'entity': 'NOUN'}, {'word': 'Next Level', 'entity': 'NOUN'}, {'word': 'ले', 'entity': 'VERB'}, {'word': 'है', 'entity': 'VERB'}, {'word': 'जाने', 'entity': 'VERB'}, {'word': 'जरूरत', 'entity': 'NOUN'}]"
"इसे समझते हुए भारत ने दो वर्ष पूर्व, संयुक्त राष्ट्र में, Coalition for Disaster Resilient Infrastructure- CDRI का आह्वान किया था।","[{'word': 'इसे', 'entity': 'PRON'}, {'word': 'समझते', 'entity': 'VERB'}, {'word': 'हुए', 'entity': 'VERB'}, {'word': 'भारत', 'entity': 'PROPN'}, {'word': 'Coalition for Disaster Resilient Infrastructure', 'entity': 'PROPN'}, {'word': 'CDRI', 'entity': 'PROPN'}, {'word': '-', 'entity': 'X'}, {'word': ', ', 'entity': 'X'}, {'word': ',', 'entity': 'X'}, {'word': '।', 'entity': 'X'}, {'word': 'ने', 'entity': 'ADP'}, {'word': 'में', 'entity': 'ADP'}, {'word': 'का', 'entity': 'ADP'}, {'word': 'दो', 'entity': 'NUM'}, {'word': 'वर्ष', 'entity': 'NOUN'}, {'word': 'पूर्व', 'entity': 'ADJ'}, {'word': 'संयुक्त', 'entity': 'ADJ'}, {'word': 'राष्ट्र', 'entity': 'NOUN'}, {'word': 'आह्वान', 'entity': 'NOUN'}, {'word': 'किया था', 'entity': 'VERB'}]"
"अफगानिस्तान में, हेरात में India Afghan Friendship Dam सलमा बाँध पर योग कर के भारत की दोस्ती को एक नया आयाम दिया।","[{'word': 'अफगानिस्तान', 'entity': 'PROPN'}, {'word': 'हेरात', 'entity': 'PROPN'}, {'word': 'India Afghan Friendship Dam', 'entity': 'PROPN'}, {'word': 'सलमा', 'entity': 'PROPN'}, {'word': 'भारत', 'entity': 'PROPN'}, {'word': '।', 'entity': 'X'}, {'word': ',', 'entity': 'X'}, {'word': 'में', 'entity': 'ADP'}, {'word': 'में', 'entity': 'ADP'}, {'word': 'पर', 'entity': 'ADP'}, {'word': 'के', 'entity': 'ADP'}, {'word': 'की', 'entity': 'ADP'}, {'word': 'को', 'entity': 'ADP'}, {'word': 'बाँध', 'entity': 'NOUN'}, {'word': 'योग', 'entity': 'NOUN'}, {'word': 'दोस्ती', 'entity': 'NOUN'}, {'word': 'आयाम', 'entity': 'NOUN'}, {'word': 'कर', 'entity': 'VERB'}, {'word': 'दिया', 'entity': 'VERB'}, {'word': 'एक', 'entity': 'NUM'}, {'word': 'नया', 'entity': 'ADJ'}]"
"हमारे Armed Forces हों, BSF हो, ITBP हो, CRPF हो, CISF हो, हर कोई अपनी ड्यूटी के साथ-साथ योग को अपना हिस्सा बना दिया है।","[{'word': 'हमारे', 'entity': 'PRON'}, {'word': 'कोई', 'entity': 'PRON'}, {'word': 'अपनी', 'entity': 'PRON'}, {'word': 'अपना', 'entity': 'PRON'}, {'word': ',', 'entity': 'X'}, {'word': ',', 'entity': 'X'}, {'word': ', ', 'entity': 'X'}, {'word': ',', 'entity': 'X'}, {'word': ',', 'entity': 'X'}, {'word': '।', 'entity': 'X'}, {'word': 'Armed Forces ', 'entity': 'PROPN'}, {'word': 'BSF', 'entity': 'PROPN'}, {'word': 'ITBP', 'entity': 'PROPN'}, {'word': 'CRPF', 'entity': 'PROPN'}, {'word': 'CISF', 'entity': 'PROPN'}, {'word': 'हों', 'entity': 'VERB'}, {'word': 'हो', 'entity': 'VERB'}, {'word': 'हो', 'entity': 'VERB'}, {'word': 'हो', 'entity': 'VERB'}, {'word': 'हो', 'entity': 'VERB'}, {'word': 'बना', 'entity': 'VERB'}, {'word': 'दिया', 'entity': 'VERB'}, {'word': 'है', 'entity': 'VERB'}, {'word': 'हर', 'entity': 'DET'}, {'word': 'ड्यूटी', 'entity': 'NOUN'}, {'word': 'योग', 'entity': 'NOUN'}, {'word': 'हिस्सा', 'entity': 'NOUN'}, {'word': 'के', 'entity': 'ADP'}, {'word': 'को', 'entity': 'ADP'}, {'word': 'साथ-साथ', 'entity': 'ADP'}]"
"“Respected Prime Minister Sir, मैं डॉक्टर अनिल सोनारा अहमदाबाद, गुजरात से बोल रहा हूँ।","[{'word': '“', 'entity': 'X'}, {'word': ',', 'entity': 'X'}, {'word': 'Respected', 'entity': 'ADJ'}, {'word': 'Prime Minister Sir', 'entity': 'PROPN'}, {'word': 'मैं', 'entity': 'PRON'}, {'word': 'डॉक्टर', 'entity': 'NOUN'}, {'word': 'अनिल सोनारा', 'entity': 'PROPN'}, {'word': 'अहमदाबाद', 'entity': 'PROPN'}, {'word': 'गुजरात', 'entity': 'PROPN'}, {'word': 'से', 'entity': 'ADP'}, {'word': ',', 'entity': 'X'}, {'word': '।', 'entity': 'X'}, {'word': 'बोल', 'entity': 'VERB'}, {'word': 'हूँ', 'entity': 'VERB'}, {'word': 'हूँ', 'entity': 'VERB'}, {'word': 'रहा', 'entity': 'PART'}]"
"कुछ दिन पहले इस बात का हम सब को बराबर याद होगा, ISRO ने ‘GSAT-19’ का सफ़ल launch किया था।","[{'word': 'कुछ', 'entity': 'DET'}, {'word': 'दिन', 'entity': 'NOUN'}, {'word': 'बात', 'entity': 'NOUN'}, {'word': 'याद', 'entity': 'NOUN'}, {'word': 'launch', 'entity': 'NOUN'}, {'word': 'पहले', 'entity': 'ADV'}, {'word': 'बराबर', 'entity': 'ADV'}, {'word': 'इस', 'entity': 'PRON'}, {'word': 'हम', 'entity': 'PRON'}, {'word': 'सब', 'entity': 'PRON'}, {'word': 'का', 'entity': 'ADP'}, {'word': 'को', 'entity': 'ADP'}, {'word': 'का', 'entity': 'ADP'}, {'word': 'होगा', 'entity': 'VERB'}, {'word': 'किया', 'entity': 'VERB'}, {'word': 'सफ़ल', 'entity': 'ADJ'}, {'word': 'ISRO', 'entity': 'PROPN'}, {'word': 'GSAT-19', 'entity': 'PROPN'}, {'word': 'ने', 'entity': 'ADP'}, {'word': 'था', 'entity': 'VERB'}, {'word': '।', 'entity': 'X'}, {'word': ', ', 'entity': 'X'}, {'word': '‘', 'entity': 'X'}, {'word': '’', 'entity': 'X'}]"
"विदेश मंत्रालय, Commerce & Trade और ASSOCHAM जैसे इंडस्ट्री के संगठनों के बीच बेहतर तालमेल आज समय की मांग है।","[{'word': 'विदेश', 'entity': 'NOUN'}, {'word': 'मंत्रालय', 'entity': 'NOUN'}, {'word': 'इंडस्ट्री', 'entity': 'NOUN'}, {'word': 'संगठनों', 'entity': 'NOUN'}, {'word': 'बीच', 'entity': 'NOUN'}, {'word': 'तालमेल', 'entity': 'NOUN'}, {'word': 'समय', 'entity': 'NOUN'}, {'word': 'मांग', 'entity': 'NOUN'}, {'word': ', ', 'entity': 'X'}, {'word': '।', 'entity': 'X'}, {'word': 'Commerce & Trade', 'entity': 'PROPN'}, {'word': 'ASSOCHAM', 'entity': 'PROPN'}, {'word': 'और', 'entity': 'CONJ'}, {'word': 'जैसे', 'entity': 'ADJ'}, {'word': 'के', 'entity': 'ADP'}, {'word': 'के', 'entity': 'ADP'}, {'word': 'बेहतर', 'entity': 'ADJ'}, {'word': 'आज', 'entity': 'ADJ'}, {'word': 'की', 'entity': 'ADP'}, {'word': 'है', 'entity': 'VERB'}]"
